_ID	PUZZLE	BEGIN	END	DURATION	TIME	PARENT	CHILD	PAGE
58	f	469.774	470.487	0.713				page 8
58	f	472.14	481.513	9.373		On and on they flew, up and up, above the clouds, past millions of stars		
58	f	478.612	481.005	2.393			###	
58	f	481.694	485.723	4.029		Leave it alone. We can get that later honey. Pay attention.		
58	f	486.049	490.227	4.178		until at last they landed on the moon.		
58	f	489.997	490.582	0.585				page 9
58	f	491.221	509.415	18.194		There's nobody around here, said Baby Bear. There are no trees, said the owl. It's kind of boring, said Baby Bear. What do you think about a picnic, Baby Bear asked. What a splendid idea, said owl.		
58	f	509.509	510.009	0.5				page 10
58	f	511.238	525.431	14.193		We'd better go, said Baby Bear. Because my bath must be ready by now. Off they went, down and down. Before he flew away, it was nice to meet you, the owl said.		
58	f	527.66	528.418	0.758				page 11
58	f	528.3	536.107	7.807		Home went Baby Bear - back down the chimney and onto the carpet with a bump.		
58	f	537.963	539.328	1.365		see? He fell over.		
58	f	540.299	543.07	2.771		He's super d- dirty now. He really needs a bath.		
58	f	542.92	543.67	0.75				page 12
58	f	543.989	553.602	9.613		Miss Bear gasped as she came into the room. How did you get so dirty she asked. I found a rocket, said Baby Bear.		
58	f	554.405	555.061	0.656			Hey!	
58	f	554.99	555.371	0.381				page 13
58	f	555.624	556.143	0.519			Look!	
58	f	556.426	557.67	1.244			He's really dirty.	
58	f	557.773	559.123	1.35		Yeah. What's he taking?		
58	f	559.179	560.867	1.688			He taking a bath.	
58	f	560.492	560.942	0.45		Yeah.		
58	f	561.394	570.421	9.027		I found a rocket, said Baby Bear. And then I flew to the moon. Oh my, what will you think of next, said Mrs. Bear.		
58	f	572.551	574.435	1.884		The end		
58	f	574.713	576.381	1.668		Was that a silly story?		
58	f	577.285	580.441	3.156		Did you know you could fly to the moon in a box with an owl?		
58	f	581.185	581.78	0.595		No?		
58	f	581.967	584.125	2.158		*laughing* You think that's real?		
58	f	583.325	583.91	0.585	end fiction			
59	f	0.1	1.35	1.25	fiction start			cover
59	f	0.86	2.26	1.4		This is how the book is made, ok?		
59	f	4.39	5.34	0.95	experimenter out			
59	f	4.6	5.53	0.93		What does this say?		
59	f	5.84	7.04	1.2		What letter is this?		
59	f	6.89	8.02	1.13			Bear	
59	f	8.11	10.34	2.23		What letter is this? What letter is this here?		
59	f	9.945	13.215	3.27			W H A T		
59	f	13.21	17.35	4.14		What next Baby Bear. This is by Jill Murphy.			
59	f	17.62	19.16	1.54		this is the lady that wrote the book.			
59	f	19.55	20.97	1.42		Ooh, what're they doing?			mmkay.
59	f	21.33	22.77	1.44		What does it look like they're doing?			
59	f	22.98	24.1	1.12			camping.		
59	f	24.02	25.71	1.69		Yeah, camping out having a what?			
59	f	26.125	26.955	0.83			party.		
59	f	26.59	28.39	1.8		a party, yes.			
59	f	28.13	28.92	0.79				page 1	
59	f	30.315	34.945	4.63		He says, can I go to the moon, asked Baby Bear.			
59	f	35.19	36.33	1.14		Where's Baby Bear?			
59	f	36.94	38.38	1.44		And where is the moon?			
59	f	38.69	39.65	0.96			Right this.		
59	f	39.87	40.76	0.89		Right there.			
59	f	42.585	43.375	0.79				page 2	
59	f	43.53	48.35	4.82		No, it's your bathtime, said Mrs. Bear. That's his mommy.		
59	f	48.14	48.63	0.49			Oh.	
59	f	48.805	53.545	4.74		Anyway, you'd have to find a rocket first. What's a rocket?		
59	f	53.655	55.065	1.41			It can go fast!	
59	f	54.83	57.03	2.2		Yes, up to the sky.		
59	f	56.02	56.89	0.87				page 3
59	f	57.205	58.325	1.12			To the sky.	
59	f	57.885	58.62	0.735		Yes.		
59	f	58.62	60.34	1.72		Baby Bear found		
59	f	59.53	61.68	2.15			Mommy, you have two glasses.	
59	f	61.085	62.425	1.34		Ok, let me take these off.		
59	f	62.765	64.245	1.48		Ok, is that better?		
59	f	64.035	65.025	0.99			Yes.	
59	f	64.58	65.01	0.43		Ok.		
59	f	65.535	72.115	6.58		Baby Bear found a rocket in the closet under the stairs. Where are the stairs at?		
59	f	72.715	79.225	6.51		You can't see them. See? he's under the stairs. And he's looking for a rocket in the closet.		
59	f	77.77	78.66	0.89				page 4	
59	f	79.635	88.195	8.56		He found a space helmet in the kitchen and a pair of space boots by the front door. What color is the door.			
59	f	88.695	89.595	0.9			Blue.		
59	f	90.585	91.395	0.81				page 5	
59	f	91.64	97.75	6.11		He packed his teddy bear and he found some food for the journey.			
59	f	98.095	100.145	2.05		He's looking for his food. Where's the bear?			
59	f	100.97	103.37	2.4		Ok. And what kind of food is he packing?			
59	f	104.175	104.765	0.59		Let's see.			
59	f	104.19	105.12	0.93			Lunch.		mm-hmm
59	f	105.14	107.14	2.0		L-, what, see, what kind of food is this?			
59	f	107.8	110.41	2.61			Apple juice juice juice.		He's got him like a soda or something, hmm
59	f	110.105	112.095	1.99		Ok, and look, look at his boots.			
59	f	112.22	114.76	2.54		there's his helmet. He's stepping on it to get in the box.			
59	f	113.0	113.77	0.77				page 6	
59	f	115.255	117.315	2.06		and took off to the chimney!			
59	f	117.495	119.565	2.07		This is a chimney, this is on top of the house.			
59	f	119.57	122.41	2.84		There's a cat up there. And there he is here.		
59	f	120.38	121.13	0.75			Oh.	
59	f	121.805	123.835	2.03			He, he's in the rocket?	
59	f	123.78	125.28	1.5		Yeah, he made his rocket.		
59	f	125.26	125.97	0.71				page 7
59	f	125.305	126.275	0.97			That's not a rocket.	
59	f	126.49	127.01	0.52		No?		
59	f	127.32	127.87	0.55			No.	
59	f	127.515	128.515	1.0		What is it?		
59	f	128.295	130.595	2.3			It's a, it's, it's a box.	
59	f	130.775	132.855	2.08		It's a box, but he just make believe, right?		
59	f	133.025	135.795	2.77		He make, he make believe that it's a rocket, ok?		
59	f	135.32	135.67	0.35			Oh.	
59	f	136.165	146.615	10.45		What a great rocket, said an owl flying past. Would you care to accompany me to the moon, asked Baby Bear. I would love to, replied the owl.		
59	f	146.68	147.49	0.81				page 8
59	f	147.615	160.045	12.43		On and on they flew, up and up, above the clouds, past millions of stars until at last they landed on the moon.		
59	f	160.45	162.51	2.06			Mommy he's about to fall.	
59	f	162.61	164.8	2.19		He's holding on, he's still inside the box.		
59	f	165.205	169.185	3.98		His helmet came off though, ok. Maybe the owl will catch it.		
59	f	169.625	170.545	0.92				page 9 
59	f	169.995	172.065	2.07			Maybe the owl gonna catch it.	
59	f	171.14	184.87	13.73		There's nobody around here, said Baby Bear. There are no trees, said the owl. It's kind of boring, said Baby Bear. *gasp* What do you think about a picnic, asked Baby Bear. 		
59	f	184.095	185.675	1.58			Oh yeah! A picnic!	
59	f	185.845	187.635	1.79		A picnic! What does this say?		
59	f	187.99	191.65	3.66		What a splendid idea, said the owl.		
59	f	188.01	191.81	3.8			Picnic ###.	
59	f	191.65	192.59	0.94		Turn the page.		
59	f	193.77	194.51	0.74				page 10
59	f	194.56	208.03	13.47		We'd better go, said Baby Bear. Because my bath must be ready by now. Off they went, down and down. Before he flew away, it was nice to meet you the owl said.		
59	f	208.035	208.565	0.53				page 11
59	f	208.83	214.57	5.74		Home went Baby Bear - back down the chimney and onto the carpet with a bump!		
59	f	214.77	215.47	0.7		Bump!		
59	f	216.08	223.14	7.06		His little box hit the carpet and it fell over to the side and some of his food from the picnic fell out.		
59	f	223.26	226.81	3.55		His jelly, this little cracker, his juice.		
59	f	226.955	228.895	1.94		His helmet came off his head,		
59	f	228.935	236.945	8.01		and his box looks a little dirty because he went to the helmet and he has to come back down the chimney and it's dirty and soot inside of there.		
59	f	236.74	237.45	0.71			Yeah.	
59	f	237.405	238.225	0.82				page 12
59	f	238.385	239.785	1.4			I can turn the page.	
59	f	239.355	239.755	0.4		Ok.		
59	f	239.925	251.715	11.79		Mrs. Bear gasped as she came into the room. How did you get so dirty, she asked. Let's see what it says. *gasp* I found a rocket said Baby Bear.		
59	f	251.78	252.97	1.19		Turn the page.		
59	f	252.995	253.765	0.77				page 13
59	f	254.85	264.86	10.01		I found a rocket, said Baby Bear. And then I flew to the moon. Oh my, what will you think of next, said Mrs. Bear.		
59	f	264.875	266.685	1.81		And she's giving him a what?		
59	f	266.71	267.27	0.56			Bath.	
59	f	267.11	270.59	3.48		And after he takes a bath what's gonna happen? He's gonna go where?		
59	f	270.38	271.54	1.16	end fiction			
59	nf	306.965	307.745	0.78	nonfiction start			
59	nf	308.685	309.935	1.25			Is it baby bear?	
59	nf	309.72	310.61	0.89		Let's see.		
59	nf	310.195	311.155	0.96				Cover
59	nf	311.075	315.525	4.45		*gasp* When you look up at the moon. Where's the moon?		
59	nf	316.34	320.93	4.59		And this is by Allan Fowler. Is it daytime or is it nighttime on this picture?		
59	nf	320.435	321.205	0.77			Nighttime.	
59	nf	321.14	321.77	0.63		Nighttime.		
59	nf	321.485	322.055	0.57				page 2
59	nf	322.15	323.67	1.52		Well we skipped a page. Wait.		
59	nf	322.9	323.46	0.56				page 1
59	nf	324.38	329.36	4.98		When you look up at the moon, do you wish you could visit it? Do you wanna go up here?		
59	nf	329.19	329.78	0.59			Yeah.	
59	nf	329.725	330.345	0.62		You do?		
59	nf	330.055	330.765	0.71			Yeah.	
59	nf	331.58	332.52	0.94				page 2
59	nf	332.91	339.62	6.71		You'd see very tall mountains and wide, flat plains there. So is this how it looks on the moon?		
59	nf	339.185	339.745	0.56			Yeah.	
59	nf	339.98	340.97	0.99		So this is the moon.		
59	nf	340.315	341.045	0.73				page 1
59	nf	341.93	344.88	2.95		And then when you get up there, this is how it looks up there. ok?		
59	nf	342.165	342.795	0.63				page 2
59	nf	344.295	344.865	0.57			Yeah.	
59	nf	344.81	345.6	0.79				page 3
59	nf	346.495	351.185	4.69		You would also see big rings called crater. You see that big hole like that?		
59	nf	351.07	354.99	3.92			Yes, you can't get it, you can't get it, you can't get it in there.	
59	nf	351.29	353.11	1.82		Say craters, say cra-		
59	nf	354.48	358.3	3.82		Well, let's, let's read the last page. There would be rocks		
59	nf	355.86	357.35	1.49			*noises*	
59	nf	357.645	359.155	1.51			Mommy, it's a new page right here.	
59	nf	358.93	359.51	0.58		Where?		
59	nf	359.56	360.86	1.3			Right under here.	
59	nf	360.71	363.8	3.09		There would be rocks all around you. Ok, turn it.		
59	nf	364.885	367.145	2.26			Ok. It's a big thing	
59	nf	366.775	369.875	3.1		What kind of things are gonna be on the moon? Rocks.		
59	nf	368.665	369.625	0.96				page 3
59	nf	370.235	371.275	1.04			Rocks.	
59	nf	370.665	374.175	3.51		Since the moon has no air, does the moon have air?		
59	nf	373.88	374.72	0.84			No.	
59	nf	374.31	376.94	2.63		No. Does the moon have water up here?		
59	nf	376.545	377.195	0.65			No.	
59	nf	377.01	377.42	0.41		No.		
59	nf	377.755	381.145	3.39		There are no plants on the moon. And no animals.		
59	nf	379.151	379.481	0.33			No.	
59	nf	380.901	381.401	0.5			No.	
59	nf	381.466	382.476	1.01		No air.		
59	nf	382.316	382.766	0.45			No.	
59	nf	382.706	383.736	1.03		No water.		
59	nf	383.416	386.096	2.68			Or it's could be, it's a wolf.	
59	nf	385.931	388.111	2.18		No. And no, and no animals.		
59	nf	386.606	387.856	1.25			No, n-, no.	
59	nf	388.406	392.036	3.63			No anim-, and no, owl couldn't be over there.	
59	nf	392.046	393.476	1.43		No animals, no.		
59	nf	393.206	394.706	1.5			No owls.	
59	nf	394.511	395.501	0.99		Owls?		
59	nf	395.481	396.241	0.76			Yes.	
59	nf	395.906	400.216	4.31		They said no animals, and the owl is a bird, that's an animal. So they said no animals.		
59	nf	400.236	400.896	0.66		Ok?		
59	nf	400.811	401.551	0.74				page 5
59	nf	401.306	405.446	4.14		Has anybody ever visited the moon? Has anybody ever went to the moon?		
59	nf	405.071	405.591	0.52			No.	
59	nf	405.601	406.221	0.62		Yes.		
59	nf	406.266	406.846	0.58			Yes.	
59	nf	406.596	407.166	0.57		Yes.		
59	nf	407.016	408.046	1.03			The Baby Bear.	
59	nf	407.646	409.566	1.92		Yes. Twelve astronauts.		
59	nf	410.331	411.881	1.55			Twelve astronauts.	
59	nf	411.511	414.701	3.19		Six American spaceships. It's a spaceship.		
59	nf	413.411	414.051	0.64			and what	
59	nf	414.676	415.296	0.62			Yeah.	
59	nf	414.821	416.261	1.44		They flew to the moon.		
59	nf	416.546	417.106	0.56		Ok?		
59	nf	417.391	418.011	0.62			Oh.	
59	nf	418.576	419.336	0.76				page 6
59	nf	418.921	424.811	5.89		*gasp* The first trip was in nineteen-sixty-nine, the last was in nineteen-seventy-two.		
59	nf	424.941	433.921	8.98		And these are the astronauts. They put their astronaut suit on to help them breathe when they get to the big moon. And the went up there to the moon and the sky!		
59	nf	434.056	437.566	3.51			And they fly! *noises*	
59	nf	435.936	436.936	1.0		Yeah!		
59	nf	437.041	438.491	1.45		Look at their big suit.		
59	nf	438.271	438.871	0.6			Ooh yeah.	
59	nf	438.836	444.321	5.485		Look at their helmet. Each time two astronauts stepped onto the moon's surface.		
59	nf	444.321	447.261	2.94		It looks like they're walking on the rocks, you see that?		
59	nf	447.286	450.386	3.1			Yeah ###. I wanna get on there.	
59	nf	449.871	450.941	1.07		Do you?		
59	nf	449.986	450.986	1.0				page 8
59	nf	450.661	451.561	0.9			Yes.	
59	nf	451.325	454.629	3.304		Astronauts wore spacesuits. Where are their spacesuits at?		
59	nf	454.841	456.559	1.718		What color are the spacesuits.		
59	nf	456.488	457.51	1.022			White.	
59	nf	456.983	457.907	0.924		White.		
59	nf	458.038	461.548	3.51		Lookit, the American flag on the spacesuit. You see the flag?		
59	nf	461.418	462.255	0.837			Yes.	
59	nf	461.939	463.646	1.707		You work on the flag at school?		
59	nf	463.906	466.091	2.185			We say our pledge on the flag.	
59	nf	465.906	467.949	2.043		Very good, very good.		
59	nf	467.965	473.574	5.609		Spacesuits gave the astronauts air to breathe. So they can breathe inside of there, ok?		
59	nf	473.209	474.416	1.207			Ok.	
59	nf	473.752	477.274	3.522		If they take it of, and they're on the moon, they can't breathe.		
59	nf	476.019	476.714	0.695			Yes.	
59	nf	477.056	477.861	0.805			No.	
59	nf	477.409	482.224	4.815		You have to keep on your spacesuit when you're on the moon, ok?		
59	nf	481.506	486.202	4.696			If you, if you don't breathe and if you don't fly, you will fall.	
59	nf	486.197	486.968	0.771		Yes.		
59	nf	486.842	487.799	0.957				page 9
59	nf	487.369	494.108	6.739		Astronauts could jump higher on the moon than they could on Earth and they came down more slowly.		
59	nf	494.374	499.668	5.294		It was almost like they were floating. So when they go to the moon they can fly like this		
59	nf	502.713	504.387	1.674		That's how they jump up and down		
59	nf	505.153	506.153	1.0			I can do it.	
59	nf	506.017	508.702	2.685		Let me see you do it and then we're gonna finish the book. Let's see.		
59	nf	511.234	515.606	4.372		Very good. Very good. Ok, come on, come on, come on. Let's finish, let's finish, let's finish, let's finish.		
59	nf	516.004	517.445	1.441			I can turn it, I can turn it.	
59	nf	517.023	518.072	1.049		Ok, you turn it.		
59	nf	518.709	520.248	1.539			'Kay, can you push me in?	
59	nf	519.934	521.513	1.579		Yeah, come on.		
59	nf	522.693	524.203	1.51			Turn page.	
59	nf	524.11	525.051	0.941				page 10
59	nf	524.512	533.824	9.312		From the moon, the astronauts could see the Earth. The Earth looked very far. So this is where we're at. We're on the Earth. Turn the page. And this is the moon.		
59	nf	534.274	535.785	1.511				page 11
59	nf	535.306	547.596	12.29		About every four weeks the moon, that's in they sky, it travels around the Earth and the sun shines on the moon and lights it up. And where's the sun?		
59	nf	548.472	549.625	1.153		Where's Earth at?		
59	nf	550.027	551.611	1.584		This is Earth right here in the middle.		
59	nf	552.021	554.437	2.416		This is, this is where we live right here.		
59	nf	553.736	556.181	2.445			*gasp* Our house there?	
59	nf	555.812	557.562	1.75		Yup, yup, right there.		
59	nf	558.0	558.889	0.889		You see it?		
59	nf	558.027	559.194	1.167			Oh yeah.	
59	nf	558.632	559.437	0.805				page 12
59	nf	559.633	561.299	1.666			Our house right there!	
59	nf	561.057	563.14	2.083		No, that's another place.		
59	nf	563.383	569.897	6.514		That's why you can see it. When you see it as a bright circle, it's called a full moon. Where's the full moon at?		
59	nf	570.467	574.405	3.938		Is it full? Yes? Because it's a full circle, it's a full moon		
59	nf	574.167	576.056	1.889			It's a full, it's a 	
59	nf	574.624	575.11	0.486		Full.		
59	nf	575.11	578.471	3.361		It's not a half circle like that, it's not a half moon.		
59	nf	578.731	581.634	2.903		You see all of it on this paper. It's a full moon.		
59	nf	580.981	583.37	2.389			It, no it's like a circle like	
59	nf	584.627	587.627	3.0		Very good, very good. A full circle.		
59	nf	586.87	588.717	1.847			Then a oval is like	
59	nf	589.008	591.106	2.098		Very good!		
59	nf	591.314	592.3	0.986				page 13
59	nf	592.411	596.703	4.292		Some nights the moon is what? Is this a full or a half moon?		
59	nf	596.703	597.828	1.125			A half moon.	
59	nf	597.356	598.758	1.402		Very good.		
59	nf	599.161	600.314	1.153				page 14
59	nf	599.564	605.133	5.569		Other nights the moon is a crescent moon. Is this a full, a half, or a crescent?		
59	nf	605.175	606.397	1.222			A crescent.	
59	nf	605.807	607.432	1.625		A crescent means it's what?		
59	nf	607.577	608.188	0.611			Umm.	
59	nf	607.765	608.876	1.111		Just a little.		
59	nf	608.681	609.806	1.125			Just a little.	
59	nf	609.57	610.75	1.18		Just a little.		
59	nf	610.834	611.848	1.014				page 15
59	nf	611.473	616.987	5.514		Now that you know more about the moon, would you still like to visit it?		
59	nf	617.501	618.904	1.403		You wanna visit the moon?		
59	nf	618.543	619.806	1.263			Yes.	
59	nf	619.362	622.778	3.416		Maybe one day you can, or maybe someday.		
59	nf	621.133	625.119	3.986			Yeah, and there one go there.	
59	nf	624.175	627.105	2.93		And now you have to say, teacher now we finished talking about the moon.		
59	nf	625.084	626.029	0.945	nonfiction end			
61	f	0.03	1.16	1.13	fiction start			cover
61	f	0.971	2.341	1.37			This is really cool.	
61	f	3.03	6.02	2.99		what's next, Baby Bear.		
61	f	4.623	5.641	1.018	experimenter out.			
61	f	6.84	7.77	0.93		By Jill Murphy.		
61	f	7.5	8.1	0.6				page 1
61	f	9.54	12.75	3.21		Can I go to the moon, asked Baby Bear.		
61	f	13.285	13.905	0.62				page 2
61	f	14.455	21.805	7.35		No, it's your bathtime, said m- Mrs. Bear. Anyway, you'd have to find a rocket first.		
61	f	21.67	22.68	1.01				page 3
61	f	23.085	26.705	3.62		mmkay.		
61	f	28.035	28.885	0.85				page 4
61	f	29.69	34.94	5.25		He found a space helmet in the kitchen and a pair of space boots by the front door.		
61	f	35.885	36.535	0.65				page 5
61	f	37.31	41.49	4.18		he packed his teddy bear and some food for the journey.		
61	f	42.24	43.07	0.83				page 6
61	f	44.055	46.085	2.03		and took off up the chimney.		
61	f	47.17	49.07	1.9			That doesn't sound good.	
61	f	49.32	49.94	0.62		Mmm.		
61	f	50.82	51.49	0.67				page 7
61	f	51.925	63.085	11.16		What a great rocket, said an owl flying past. Would you care to accompany me to the moon, asked Baby Bear. I would love to, replied the owl.		
61	f	63.135	63.735	0.6				page 8
61	f	64.725	75.145	10.42		On and on they flew, up and up, above the clouds, past millions of stars until at last they landed on the moon.		
61	f	76.345	77.345	1.0			page 9	
61	f	77.925	93.945	16.02		there's nobody around here, said Baby Bear. There are no trees, said the owl. It's kind of boring, said Baby Bear. What do you think about a picnic, Baby Bear asked. What a splendid idea, said the owl.		
61	f	95.325	96.205	0.88				page 10
61	f	96.385	109.765	13.38		We'd better go, said Baby Bear. Because my bath must be ready by now. Off they went, down and down. Before he flew away, it was nice to meet you, the owl said.		
61	f	110.365	111.455	1.09				page 11
61	f	111.66	118.01	6.35		Home went Baby Bear - back down the chimney and onto the carpet with a bump.		
61	f	118.615	119.485	0.87			Uh-oh.	
61	f	119.47	120.26	0.79				page 12
61	f	120.685	129.885	9.2		Mama Bear gasped as she came into the room. How did you get so dirty, she said. I found a rocket, said Baby Bear.		
61	f	130.805	131.755	0.95				page 13
61	f	131.79	142.54	10.75		You found a rocket, oh, I found a rocket, said Baby Bear. And flew to the moon. Oh my, what will you think of next, said Mrs. Bear.		
61	f	145.654	146.772	1.118		The end.		
61	f	147.522	148.458	0.936	End fiction			
61	nf	193.054	193.918	0.864	nonfiction start			
61	nf	194.177	195.031	0.854		mm-hmm		Cover
61	nf	198.981	199.581	0.6		ready?		
61	nf	200.054	201.063	1.009		He's got him like a soda or something, hmm		
61	nf	204.603	207.021	2.418		When you look up at the moon.		
61	nf	207.721	208.376	0.655				page 1
61	nf	210.168	213.386	3.218		When you look up at the moon, do you wish you could visit it?		
61	nf	215.538	216.274	0.736		**Do you**		
61	nf	217.224	217.933	0.709				page 2
61	nf	218.323	223.596	5.273		You'd see very tall mountains, wide, flat plains there.		
61	nf	225.595	226.25	0.655				page 3
61	nf	226.531	232.913	6.382		You would see big rings called craters. There would be rocks all around you.		
61	nf	234.412	235.075	0.663				page 4
61	nf	235.753	243.044	7.291		Since the moon has no air or water, there would be no plants or animals there.		
61	nf	244.606	246.897	2.291			Then you would be very sad.	
61	nf	246.851	248.487	1.636		you would be thirsty, wouldn't you.		
61	nf	248.742	249.378	0.636				page 5
61	nf	250.304	252.74	2.436		Has anyone ever visited the moon?		
61	nf	255.798	256.925	1.127			I haven't	
61	nf	256.97	263.37	6.4		Yes - twelve astronauts. Six American spaceships flew to the moon!		
61	nf	263.534	265.116	1.582			Wow, six!	
61	nf	264.952	265.489	0.537		There's it.		
61	nf	268.373	269.291	0.918				page 6
61	nf	269.383	275.974	6.591		the first trip was in nineteen-sixty-nine. The last was in nineteen-seventy-two.		
61	nf	277.402	278.129	0.727				page 7
61	nf	278.425	279.498	1.073		*gasp*		
61	nf	279.643	284.716	5.073		Each time, two astronauts stepped onto the moon's surface.		
61	nf	287.157	288.339	1.182			Wow.	
61	nf	288.76	289.36	0.6				page 8
61	nf	289.902	295.847	5.945		Astronauts wore spacesuits. The spacesuits gave the astronauts air to breathe.		
61	nf	296.569	298.524	1.955			and water to drink.	
61	nf	298.646	300.482	1.836		Well the water was in the spaceship.		
61	nf	300.765	302.72	1.955		But they had to bring water and food.		
61	nf	304.647	307.52	2.873			and they ate astronaut ice cream.	
61	nf	307.505	309.723	2.218		They might've eaten astronaut ice cream.		
61	nf	309.785	313.257	3.472			I ate dried astronaut ice cream one time.	
61	nf	312.502	315.456	2.954		A lot, yeah, a lot of the food that they eat is umm		
61	nf	315.743	317.534	1.791			Dried astronaut ice cream.	
61	nf	317.456	323.774	6.318		Well, it's not all ice cream, but it's all umm prepared just especially for them to go into outer space.		
61	nf	324.442	325.015	0.573				page 9
61	nf	326.74	336.73	9.99		Astronauts could jump higher on the moon than they could on Earth and they came down more slowly. It was almost like floating.		
61	nf	337.896	338.86	0.964			Woah.	
61	nf	338.551	341.923	3.372		Cause the gravity up there is less, they have less gravity than we do.		
61	nf	341.764	342.382	0.618				page 10
61	nf	343.137	345.037	1.9			they have more gravity.	
61	nf	345.415	347.06	1.645		We have more gravity on Earth.		
61	nf	348.26	354.542	6.282		**That is Earth. If you were on the moon and you looked at Earth, this is what Earth would look like from the moon.**		
61	nf	355.977	362.378	6.401		From the moon, the astronauts could see Earth. The Earth looked far away.		
61	nf	362.753	363.835	1.082				page 11
61	nf	363.549	364.049	0.5		*gasp*		
61	nf	365.255	370.528	5.273		About every four weeks, the Earth travels all the way around		
61	nf	371.213	378.566	7.353		I'm sorry, the moon travels all the way around the Earth. And the sun shine on the moon, and it lights up!		
61	nf	379.819	380.719	0.9			At nighttime?	
61	nf	381.621	382.039	0.418		Yes.		
61	nf	382.661	390.988	8.327		At daytime, you could still see the moon, kind of, sometimes, but it just depends on the sun and the clouds and everything else.		
61	nf	391.582	394.2	2.618		'Cause sometimes you can look up at daytime and still see the moon.		
61	nf	395.703	397.421	1.718			Woah.	
61	nf	396.479	397.415	0.936		Pretty cool, huh?		
61	nf	397.939	406.292	8.353			If it's too sunny I can't, if it's too sunny and I'm looking up with my sunglasses on I can never see the moon!	
61	nf	406.595	408.341	1.746		Right, you'd have to wait till it was dark.		
61	nf	408.758	409.621	0.863		Or darker.		
61	nf	411.938	413.747	1.809			Then you could see way better,	
61	nf	415.081	417.972	2.891			to see the moon with sunglasses on, right?	
61	nf	418.092	421.392	3.3		Well, at night you would take your sunglasses off, 'cause it would be dark.		
61	nf	423.014	423.733	0.719		right?		
61	nf	424.922	425.494	0.572			and	
61	nf	425.866	431.002	5.136			if it was nighttime and you were wearing sunglasses, you couldn't see anything.	
61	nf	431.472	433.181	1.709		It would just be very difficult.		
61	nf	434.008	438.044	4.036			And you would just fall right down if you bumped into a tree.	
61	nf	439.034	442.807	3.773		*laughing* Yeah. That's why you shouldn't wear sunglasses at night.		
61	nf	443.016	444.461	1.445		Maybe you should have a flashlight.		
61	nf	446.866	447.675	0.809		Would that help?		
61	nf	447.739	448.203	0.464			Yeah.	
61	nf	448.435	448.826	0.391		Ok.		
61	nf	448.894	449.985	1.091		Should we turn?		
61	nf	450.575	451.303	0.728		Ok.		
61	nf	451.321	451.884	0.563				page 12
61	nf	451.866	452.547	0.681		*gasp*		
61	nf	452.742	458.97	6.228		That's why you can see it. When you see it as a bright circle, it's called a full moon.		
61	nf	462.977	463.741	0.764				page 13
61	nf	463.377	466.986	3.609		Some nights the moon is a half-moon.		
61	nf	468.02	468.975	0.955		Where's the other half?		
61	nf	470.218	471.246	1.028			Down there.	
61	nf	471.241	475.196	3.955		No it's, you can't see it because the sun is not shining on that part.		
61	nf	476.781	479.881	3.1			But the other part of the moon is still there?	
61	nf	479.895	480.486	0.591			*gasp*	
61	nf	480.099	482.326	2.227		it's still there. It's just dark, you can't see it.		
61	nf	485.003	486.021	1.018		Cool, huh?		
61	nf	486.682	487.273	0.591			Yeah.	
61	nf	487.995	491.177	3.182			And that's a full moon that's dark.	
61	nf	491.159	493.575	2.416		No, this is		
61	nf	493.503	494.349	0.846			Earth?	
61	nf	494.362	494.971	0.609		Earth.		
61	nf	497.107	499.38	2.273			And that's when Earth is dark?	
61	nf	499.407	500.034	0.627		yes.		
61	nf	500.025	500.953	0.928				page 14
61	nf	501.101	504.392	3.291		On other nights it's a crescent moon!		
61	nf	505.087	506.024	0.937		Where is it?		
61	nf	506.642	507.306	0.664		**There**		
61	nf	507.265	507.992	0.727			and then	
61	nf	507.701	510.183	2.482		A crescent is a little sliver of the moon.		
61	nf	510.506	515.315	4.809			and then if you turn it over, it, it looks like a smile.	
61	nf	515.297	516.842	1.545		It does look like a smile.		
61	nf	518.848	520.884	2.036		and is the rest of the moon still there?		
61	nf	521.665	523.037	1.372		Yeah. But where is it?		
61	nf	523.987	524.978	0.991			You can't see it.	
61	nf	524.691	528.546	3.855		You just can't see it because of the the way the light is shining on it , right?		
61	nf	528.518	529.209	0.691			Yeah.	
61	nf	531.119	531.892	0.773				page 15
61	nf	532.296	534.232	1.936			Cool, a computer.
61	nf	533.537	538.028	4.491		Now that you know more about the moon, would you still wanna visit it?	
61	nf	539.074	539.683	0.609		Yeah?	
61	nf	540.96	541.56	0.6			Yeah.
61	nf	541.251	542.387	1.136		**Do you wanna go to the moon**	
61	nf	543.073	547.355	4.282			So when kids are still a kid they can go to the moon.
61	nf	547.942	548.714	0.772		No.	
61	nf	549.665	552.902	3.237		To go to the moon, you'd have to go through lots and lots of training	
61	nf	553.247	554.801	1.554		and become an astronaut,	
61	nf	555.101	556.365	1.264		and go to college, 	
61	nf	556.433	558.424	1.991		and study, and take lots of tests,	
61	nf	558.864	564.946	6.082		and then get a job for some place like NASA or somewhere else that would send you to the moon,	
61	nf	565.202	568.602	3.4		and you'd have to lots of practicing and lots of training,	
61	nf	568.838	570.284	1.446		and then you could go to the moon.	
61	nf	572.767	574.585	1.818			That's gonna be too much for me.
61	nf	574.567	577.858	3.291		*laughing* Even when you're all grown up?	
61	nf	578.148	578.866	0.718			Yeah.	
61	nf	579.071	580.461	1.39		What do you think?		
